"name","year","undergraduate_enrollment","tuition_and_fees_2018_19","institution_size_category","level_of_institution","degree_of_urbanization_urban_centric_locale","mean_enrollment","mean_african_american","mean_asian","mean_hispanic","mean_white","mean_women","mean_admitted","quantiles_women","quantiles_admission"
"Dillard University",2016,1261,NA,"1,000 - 4,999","Four or more years","City",1241.22222222222,90.7777777777778,0,0.555555555555556,0.222222222222222,73,43.3333333333333,"50 to 74%","25 to 49%"
"Grambling State University",2016,3883,NA,"1,000 - 4,999","Four or more years","Town",4069.11111111111,89.2222222222222,0,1.11111111111111,1.33333333333333,59,48.5555555555556,"50 to 74%","25 to 49%"
"Nicholls State University",2016,5636,NA,"5,000 - 9,999","Four or more years","City",5865.44444444444,19.5555555555556,1,3,68.3333333333333,63,87.7777777777778,"50 to 74%","75 to 100%"
"Unity College",2016,729,NA,"Under 1,000","Four or more years","Rural",631.555555555556,0.888888888888889,1,2,89.6666666666667,52,86.2222222222222,"50 to 74%","75 to 100%"
"Capitol Technology University",2016,432,NA,"Under 1,000","Four or more years","Suburb",416.777777777778,33.5555555555556,4.88888888888889,8.44444444444444,41.6666666666667,19,73.3333333333333,"0 to 24%","75 to 100%"
"St. Mary's College of Maryland",2016,1598,NA,"1,000 - 4,999","Four or more years","Suburb",1753.33333333333,8.22222222222222,3.22222222222222,6.33333333333333,73.2222222222222,58,72.7777777777778,"50 to 74%","75 to 100%"
"Towson University",2016,19198,NA,"20,000 and above","Four or more years","City",18697.8888888889,16.7777777777778,5,5.77777777777778,62.4444444444444,60,65,"50 to 74%","50 to 74%"
"Anna Maria College",2016,1060,NA,"1,000 - 4,999","Four or more years","Rural",1093.22222222222,9.88888888888889,1.44444444444444,8.77777777777778,68,56,73.6666666666667,"50 to 74%","75 to 100%"
"Bay Path University",2016,1893,NA,"1,000 - 4,999","Four or more years","Suburb",1705,12.7777777777778,1.77777777777778,16.4444444444444,56.4444444444444,100,62.7777777777778,"75 to 100%","50 to 74%"
"Laboure College",2016,750,NA,"Under 1,000","Four or more years","Suburb",766.555555555556,27.2222222222222,2.66666666666667,7.88888888888889,55.7777777777778,90,53.7777777777778,"75 to 100%","25 to 49%"
"Curry College",2016,2688,NA,"1,000 - 4,999","Four or more years","Suburb",2688.11111111111,9.22222222222222,1.88888888888889,5.55555555555556,66.6666666666667,61,81,"50 to 74%","75 to 100%"
"Fitchburg State University",2016,4162,NA,"5,000 - 9,999","Four or more years","Suburb",4196.66666666667,7.11111111111111,2.22222222222222,9.33333333333333,74.7777777777778,54,73.6666666666667,"50 to 74%","75 to 100%"
"Hampshire College",2016,1321,NA,"1,000 - 4,999","Four or more years","Suburb",1394.22222222222,4.55555555555556,2.22222222222222,10.1111111111111,64.7777777777778,60,65.4444444444444,"50 to 74%","50 to 74%"
"University of Massachusetts-Boston",2016,12847,NA,"10,000 - 19,999","Four or more years","City",12421.5555555556,15.4444444444444,12,12.5555555555556,39.1111111111111,55,68.7777777777778,"50 to 74%","50 to 74%"
"Merrimack College",2016,3433,NA,"1,000 - 4,999","Four or more years","Suburb",2957.66666666667,2.88888888888889,1.55555555555556,6.33333333333333,72.2222222222222,50,80.6666666666667,"50 to 74%","75 to 100%"
"Mount Holyoke College",2016,2199,NA,"1,000 - 4,999","Four or more years","Suburb",2235.77777777778,5.22222222222222,8.66666666666667,7.88888888888889,46.2222222222222,100,50.1111111111111,"75 to 100%","50 to 74%"
"Massachusetts College of Liberal Arts",2016,1444,NA,"1,000 - 4,999","Four or more years","Town",1519.88888888889,8.44444444444444,1.55555555555556,7.11111111111111,75,61,72.2222222222222,"50 to 74%","75 to 100%"
"Northeastern University",2016,13473,NA,"20,000 and above","Four or more years","City",14920.8888888889,4.11111111111111,10.7777777777778,6.66666666666667,47.7777777777778,51,30.2222222222222,"50 to 74%","25 to 49%"
"Smith College",2016,2514,NA,"1,000 - 4,999","Four or more years","Suburb",2562.55555555556,5.55555555555556,11.6666666666667,9.44444444444444,45.6666666666667,100,39.7777777777778,"75 to 100%","25 to 49%"
"Ferris State University",2016,12866,NA,"10,000 - 19,999","Four or more years","Town",13029.7777777778,7,1.44444444444444,4.22222222222222,78.6666666666667,52,74.1111111111111,"50 to 74%","75 to 100%"
"Martin Luther College",2016,859,NA,"Under 1,000","Four or more years","Town",805.888888888889,0.888888888888889,0.666666666666667,0.888888888888889,94.3333333333333,51,89.1111111111111,"50 to 74%","75 to 100%"
"Macalester College",2016,2146,NA,"1,000 - 4,999","Four or more years","City",2094.22222222222,2.88888888888889,6.88888888888889,6.33333333333333,64.8888888888889,60,38.1111111111111,"50 to 74%","25 to 49%"
"Minnesota State University-Mankato",2016,13192,NA,"10,000 - 19,999","Four or more years","City",13246.6666666667,4.66666666666667,3.22222222222222,3.66666666666667,77.3333333333333,52,69.6666666666667,"50 to 74%","50 to 74%"
"Metropolitan State University",2016,7571,NA,"5,000 - 9,999","Four or more years","City",7401.11111111111,17.5555555555556,12.5555555555556,5.22222222222222,56.6666666666667,57,89.6666666666667,"50 to 74%","75 to 100%"
"North Central University",2016,1080,NA,"1,000 - 4,999","Four or more years","City",1206,3.77777777777778,1.77777777777778,5.44444444444444,70.5555555555556,57,80.4444444444444,"50 to 74%","50 to 74%"
"College of Saint Benedict",2016,1958,NA,"1,000 - 4,999","Four or more years","Suburb",1992.11111111111,2.22222222222222,5.55555555555556,5.33333333333333,81,100,79.4444444444444,"75 to 100%","75 to 100%"
"Saint Mary's University of Minnesota",2016,1590,NA,"5,000 - 9,999","Four or more years","Town",1809.88888888889,6.11111111111111,2.22222222222222,5.44444444444444,59.2222222222222,54,75.8888888888889,"50 to 74%","75 to 100%"
"Cox College",2016,735,NA,"Under 1,000","Four or more years","City",745.666666666667,1.77777777777778,1.55555555555556,1.66666666666667,91,87,75.2222222222222,"75 to 100%","50 to 74%"
"Conception Seminary College",2016,91,NA,"Under 1,000","Four or more years","Rural",94.3333333333333,0.888888888888889,7.11111111111111,17,70.4444444444444,2,97.3333333333333,"0 to 24%","75 to 100%"
"Cottey College",2016,288,NA,"Under 1,000","Four or more years","Town",291.444444444444,5.11111111111111,1.11111111111111,9.33333333333333,66.2222222222222,100,64.5555555555556,"75 to 100%","50 to 74%"
"University of Missouri-Columbia",2016,25877,NA,"20,000 and above","Four or more years","City",25811.8888888889,7.77777777777778,2.22222222222222,3.44444444444444,79.3333333333333,52,78.7777777777778,"50 to 74%","75 to 100%"
"Southwest Baptist University",2016,2973,NA,"1,000 - 4,999","Four or more years","Town",2907,4.55555555555556,0.888888888888889,1.77777777777778,72.5555555555556,64,82.5555555555556,"50 to 74%","75 to 100%"
"William Woods University",2016,973,NA,"1,000 - 4,999","Four or more years","Town",1008,4.22222222222222,0.777777777777778,2.33333333333333,81,73,74.6666666666667,"50 to 74%","50 to 74%"
"Rocky Mountain College",2016,908,NA,"1,000 - 4,999","Four or more years","City",937.666666666667,2.44444444444444,1,4.44444444444444,79.6666666666667,49,63.7777777777778,"25 to 49%","50 to 74%"
"Creighton University",2016,4203,NA,"5,000 - 9,999","Four or more years","City",4177.66666666667,2.66666666666667,9.33333333333333,7,72.4444444444444,58,74.2222222222222,"50 to 74%","50 to 74%"
"Nebraska Methodist College of Nursing & Allied Health",2016,865,NA,"1,000 - 4,999","Four or more years","City",761.888888888889,3.88888888888889,1.77777777777778,3.66666666666667,84.3333333333333,90,51.3333333333333,"75 to 100%","25 to 49%"
"Nebraska Christian College of Hope International University",2016,124,NA,"Under 1,000","Four or more years","Rural",136.777777777778,6.44444444444444,0.777777777777778,5,80.8888888888889,44,59.3333333333333,"25 to 49%","75 to 100%"
"York College",2016,405,NA,"Under 1,000","Four or more years","Town",440.111111111111,13.1111111111111,1.44444444444444,13,64.7777777777778,45,54,"25 to 49%","50 to 74%"
"Southern New Hampshire University",2016,54150,NA,"20,000 and above","Four or more years","City",35873.1111111111,7.66666666666667,0.888888888888889,4.55555555555556,39.4444444444444,61,83.25,"50 to 74%","75 to 100%"
"Centenary University",2016,1518,NA,"1,000 - 4,999","Four or more years","Suburb",1646.66666666667,11,1.66666666666667,9.33333333333333,58.7777777777778,62,85.3333333333333,"50 to 74%","75 to 100%"
"New Mexico State University-Main Campus",2016,12027,NA,"10,000 - 19,999","Four or more years","Suburb",13102,2.88888888888889,1.11111111111111,53.6666666666667,30.4444444444444,54,74,"50 to 74%","50 to 74%"
"Adelphi University",2016,5205,NA,"5,000 - 9,999","Four or more years","Suburb",5098.66666666667,10,8.44444444444444,13.7777777777778,53.1111111111111,69,70.4444444444444,"50 to 74%","50 to 74%"
"Albany College of Pharmacy and Health Sciences",2016,902,NA,"1,000 - 4,999","Four or more years","City",1010.22222222222,3.88888888888889,15.2222222222222,4.33333333333333,63.8888888888889,60,68.5555555555556,"50 to 74%","50 to 74%"
"Barnard College",2016,2510,NA,"1,000 - 4,999","Four or more years","City",2506.44444444444,5.66666666666667,15.2222222222222,11,56.4444444444444,100,20.7777777777778,"75 to 100%","0 to 24%"
"Cazenovia College",2016,1042,NA,"1,000 - 4,999","Four or more years","Town",1018.88888888889,8.33333333333333,1.33333333333333,4.88888888888889,67.7777777777778,73,78.8888888888889,"50 to 74%","75 to 100%"
"Concordia College-New York",2016,929,NA,"1,000 - 4,999","Four or more years","Suburb",942.444444444444,17.5555555555556,3.11111111111111,20.8888888888889,38.6666666666667,68,72.6666666666667,"50 to 74%","50 to 74%"
"CUNY Lehman College",2016,11320,NA,"10,000 - 19,999","Four or more years","City",10692.2222222222,28.1111111111111,5.88888888888889,54.1111111111111,7.66666666666667,68,28.2222222222222,"50 to 74%","25 to 49%"
"Daemen College",2016,1993,NA,"1,000 - 4,999","Four or more years","Suburb",2023.88888888889,12.6666666666667,2.22222222222222,5.66666666666667,73,72,53.5555555555556,"50 to 74%","50 to 74%"
"Hamilton College",2016,1883,NA,"1,000 - 4,999","Four or more years","Suburb",1900.55555555556,4.11111111111111,7.22222222222222,7.44444444444444,63.7777777777778,52,25.7777777777778,"50 to 74%","25 to 49%"
"Hilbert College",2016,809,NA,"Under 1,000","Four or more years","Suburb",925.888888888889,8,0.222222222222222,3.11111111111111,70.4444444444444,56,79.7777777777778,"50 to 74%","75 to 100%"
"Ithaca College",2016,6221,NA,"5,000 - 9,999","Four or more years","Suburb",6229,4.88888888888889,3.55555555555556,7.22222222222222,71.1111111111111,57,67.2222222222222,"50 to 74%","50 to 74%"
"Molloy College",2016,3598,NA,"5,000 - 9,999","Four or more years","Suburb",3423.44444444444,12.3333333333333,7.22222222222222,14.3333333333333,61.3333333333333,75,72.6666666666667,"75 to 100%","75 to 100%"
"St Bonaventure University",2016,1652,NA,"1,000 - 4,999","Four or more years","Town",1802.66666666667,5.11111111111111,3.44444444444444,6,68.7777777777778,50,73.6666666666667,"50 to 74%","50 to 74%"
"St John's University-New York",2016,16429,NA,"20,000 and above","Four or more years","City",16126,14.2222222222222,14.7777777777778,13.5555555555556,42.6666666666667,56,58.1111111111111,"50 to 74%","50 to 74%"
"Binghamton University",2016,13632,NA,"10,000 - 19,999","Four or more years","Suburb",13032.6666666667,5,13.5555555555556,9.88888888888889,54,48,40.4444444444444,"25 to 49%","25 to 49%"
"SUNY Polytechnic Institute",2016,2004,NA,"1,000 - 4,999","Four or more years","Suburb",2004.77777777778,6.44444444444444,4,6.44444444444444,78.4444444444444,40,51.7777777777778,"25 to 49%","50 to 74%"
"SUNY Buffalo State",2016,8482,NA,"5,000 - 9,999","Four or more years","City",9199.11111111111,23.4444444444444,2.44444444444444,10,53.2222222222222,57,54.2222222222222,"50 to 74%","50 to 74%"
"SUNY Maritime College",2016,1635,NA,"1,000 - 4,999","Four or more years","City",1638,4.22222222222222,4.11111111111111,10,70,11,62.7777777777778,"0 to 24%","50 to 74%"
"Syracuse University",2016,15218,NA,"20,000 and above","Four or more years","City",14987,8,7.88888888888889,9.66666666666667,55.8888888888889,55,51,"50 to 74%","50 to 74%"
"Trocaire College",2016,1428,NA,"1,000 - 4,999","Four or more years","City",1462.77777777778,15.1111111111111,1.66666666666667,4,68.7777777777778,86,60.5714285714286,"75 to 100%","50 to 74%"
"Vassar College",2016,2424,NA,"1,000 - 4,999","Four or more years","Suburb",2422.66666666667,5,10.5555555555556,10.6666666666667,60.2222222222222,57,24.4444444444444,"50 to 74%","25 to 49%"
"Belmont Abbey College",2016,1523,NA,"1,000 - 4,999","Four or more years","Suburb",1609.66666666667,22.7777777777778,1.22222222222222,2.11111111111111,43.7777777777778,56,75.5555555555556,"50 to 74%","75 to 100%"
"East Carolina University",2016,22969,NA,"20,000 and above","Four or more years","City",22294.8888888889,15.8888888888889,2.55555555555556,5.11111111111111,69.3333333333333,58,70.7777777777778,"50 to 74%","50 to 74%"
"Greensboro College",2016,946,NA,"1,000 - 4,999","Four or more years","City",995.555555555556,29,1,3,53.3333333333333,50,54,"50 to 74%","25 to 49%"
"Guilford College",2016,1809,NA,"1,000 - 4,999","Four or more years","City",2159.44444444444,24.2222222222222,3.55555555555556,5.88888888888889,59.4444444444444,55,67.3333333333333,"50 to 74%","50 to 74%"
"Meredith College",2016,1685,NA,"1,000 - 4,999","Four or more years","City",1673.44444444444,10.2222222222222,2.77777777777778,4.55555555555556,72.2222222222222,100,62.6666666666667,"75 to 100%","50 to 74%"
"Winston-Salem State University",2016,4759,NA,"5,000 - 9,999","Four or more years","City",5043.66666666667,74.7777777777778,1,2.44444444444444,15,71,60.5555555555556,"50 to 74%","50 to 74%"
"Herzing University-Akron",2016,478,NA,"Under 1,000","Four or more years","Suburb",485.888888888889,31.4444444444444,0.333333333333333,1.55555555555556,49.1111111111111,82,91.5555555555556,"75 to 100%","75 to 100%"
"Art Academy of Cincinnati",2016,201,NA,"Under 1,000","Four or more years","City",201.222222222222,8.44444444444444,1.66666666666667,4,81.3333333333333,64,30.7777777777778,"50 to 74%","25 to 49%"
"Cleveland Institute of Music",2016,233,NA,"Under 1,000","Four or more years","City",239.222222222222,1,6,0.777777777777778,30.2222222222222,50,43,"50 to 74%","25 to 49%"
"University of Dayton",2016,8330,NA,"10,000 - 19,999","Four or more years","City",8248.22222222222,3.22222222222222,1,3.55555555555556,80.5555555555556,48,64.5555555555556,"25 to 49%","50 to 74%"
"Mount Carmel College of Nursing",2016,926,NA,"1,000 - 4,999","Four or more years","City",876.888888888889,7.11111111111111,1.44444444444444,1.33333333333333,86.1111111111111,90,76.2222222222222,"75 to 100%","75 to 100%"
"University of Toledo",2016,16223,NA,"20,000 and above","Four or more years","City",16622.2222222222,13.3333333333333,2,4.66666666666667,68.3333333333333,49,93.5,"25 to 49%","75 to 100%"
"Ursuline College",2016,645,NA,"1,000 - 4,999","Four or more years","Suburb",768.666666666667,25.6666666666667,1.22222222222222,2.33333333333333,62.7777777777778,92,76.4444444444444,"75 to 100%","75 to 100%"
"Wright State University-Lake Campus",2016,1302,NA,"1,000 - 4,999","Four or more years","Rural",1181.66666666667,2.33333333333333,0.888888888888889,2.22222222222222,91.4444444444444,56,99,"50 to 74%","75 to 100%"
"Oklahoma Christian University",2016,1960,NA,"1,000 - 4,999","Four or more years","City",1931.22222222222,6.66666666666667,4.22222222222222,5.44444444444444,76.3333333333333,49,58.4444444444444,"25 to 49%","50 to 74%"
"Reed College",2016,1410,NA,"1,000 - 4,999","Four or more years","City",1430.55555555556,2.11111111111111,6.11111111111111,9.44444444444444,58.4444444444444,54,38.2222222222222,"50 to 74%","25 to 49%"
"Bryn Mawr College",2016,1381,NA,"1,000 - 4,999","Four or more years","Suburb",1330.22222222222,5.44444444444444,12.2222222222222,9.11111111111111,36.8888888888889,100,40.6666666666667,"75 to 100%","25 to 49%"
"Dickinson College",2016,2420,NA,"1,000 - 4,999","Four or more years","City",2397.55555555556,4.11111111111111,2.88888888888889,6.55555555555556,72,57,45.5555555555556,"50 to 74%","25 to 49%"
"Edinboro University of Pennsylvania",2016,4840,NA,"5,000 - 9,999","Four or more years","Town",5427,7.44444444444444,1,2.88888888888889,83.3333333333333,58,82.5555555555556,"50 to 74%","75 to 100%"
"Lancaster Bible College",2016,1472,NA,"1,000 - 4,999","Four or more years","Suburb",1360.11111111111,18.3333333333333,1.22222222222222,2.77777777777778,60.8888888888889,50,65.6666666666667,"50 to 74%","50 to 74%"
"Lock Haven University",2016,3845,NA,"1,000 - 4,999","Four or more years","Town",4342.88888888889,8.22222222222222,1,2.22222222222222,85,57,83.2222222222222,"50 to 74%","75 to 100%"
"Lycoming College",2016,1263,NA,"1,000 - 4,999","Four or more years","City",1287.88888888889,7.77777777777778,0.888888888888889,5.88888888888889,72.6666666666667,54,69,"50 to 74%","50 to 74%"
